Year,Month,Product,Sub-product,Count
2016,8,Credit card or prepaid card,Gift or merchant card,11
2016,8,Credit card or prepaid card,Government benefit payment card,13
2016,8,Credit card or prepaid card,ID prepaid card,7
2016,8,Credit card or prepaid card,Mobile wallet,10
2016,8,Credit card or prepaid card,Other special purpose card,6
2016,8,Credit card or prepaid card,Payroll card,12
2016,8,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3906
2016,8,Debt collection,Auto,111
2016,8,Debt collection,Credit card,875
2016,8,Debt collection,Federal student loan,62
2016,8,Debt collection,I do not know,782
2016,8,Debt collection,Medical,618
2016,8,Debt collection,Mortgage,137
2016,8,Debt collection,Non-federal student loan,69
2016,8,Debt collection,"Other (i.e. phone, health club, etc.)",1323
2016,8,Debt collection,Payday loan,136
2016,8,Money transfers,Domestic (US) money transfer,71
2016,8,Money transfers,International money transfer,73
2016,8,Mortgage,Conventional adjustable mortgage (ARM),370
2016,8,Mortgage,Conventional fixed mortgage,1095
2016,8,Mortgage,FHA mortgage,454
2016,8,Mortgage,Home equity loan or line of credit,255
2016,8,Mortgage,Other mortgage,1088
2016,8,Mortgage,Reverse mortgage,44
2016,8,Mortgage,VA mortgage,113
2016,8,Other financial service,Check cashing,7
2016,8,Other financial service,Credit repair,7
2016,8,Other financial service,Debt settlement,20
2016,8,Other financial service,Money order,5
2016,8,Other financial service,Refund anticipation check,3
2016,8,Other financial service,Traveler’s/Cashier’s checks,5
2016,8,"Payday loan, title loan, personal loan, or advance loan",(Blank),150
2016,8,Student loan,Federal student loan servicing,420
2016,8,Student loan,Non-federal student loan,331
2016,9,Bank account or service,(CD) Certificate of deposit,57
2016,9,Bank account or service,Cashing a check without an account,14
2016,9,Bank account or service,Checking account,1469
2016,9,Bank account or service,Other bank product/service,677
2016,9,Bank account or service,Savings account,155
2016,9,Consumer Loan,Installment loan,311
2016,9,Consumer Loan,Pawn loan,4
2016,9,Consumer Loan,Personal line of credit,25
2016,9,Consumer Loan,Title loan,22
2016,9,Consumer Loan,Vehicle lease,80
2016,9,Consumer Loan,Vehicle loan,412
2016,9,Credit card or prepaid card,(Blank),2161
2016,9,Credit card or prepaid card,General purpose card,44
2016,9,Credit card or prepaid card,Gift or merchant card,8
2016,9,Credit card or prepaid card,Government benefit payment card,14
2016,9,Credit card or prepaid card,ID prepaid card,1
2016,9,Credit card or prepaid card,Mobile wallet,7
2016,9,Credit card or prepaid card,Other special purpose card,5
2016,9,Credit card or prepaid card,Payroll card,11
2016,9,Credit card or prepaid card,Transit card,1
2016,9,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3575
2016,9,Debt collection,Auto,106
2016,9,Debt collection,Credit card,588
2016,9,Debt collection,Federal student loan,47
2016,9,Debt collection,I do not know,719
2016,9,Debt collection,Medical,596
2016,9,Debt collection,Mortgage,129
2016,9,Debt collection,Non-federal student loan,67
2016,9,Debt collection,"Other (i.e. phone, health club, etc.)",1107
2016,9,Debt collection,Payday loan,136
2016,9,Money transfers,Domestic (US) money transfer,66
2016,9,Money transfers,International money transfer,66
2016,9,Mortgage,Conventional adjustable mortgage (ARM),414
2016,9,Mortgage,Conventional fixed mortgage,1236
2016,9,Mortgage,FHA mortgage,490
2016,9,Mortgage,Home equity loan or line of credit,268
2016,9,Mortgage,Other mortgage,1057
2016,9,Mortgage,Reverse mortgage,44
2016,9,Mortgage,VA mortgage,126
2016,9,Other financial service,Check cashing,11
2016,9,Other financial service,Credit repair,4
2016,9,Other financial service,Debt settlement,12
2016,9,Other financial service,Foreign currency exchange,1
2016,9,Other financial service,Refund anticipation check,2
2016,9,Other financial service,Traveler’s/Cashier’s checks,4
2016,9,"Payday loan, title loan, personal loan, or advance loan",(Blank),140
2016,9,Student loan,Federal student loan servicing,459
2016,9,Student loan,Non-federal student loan,383
2016,10,Bank account or service,(CD) Certificate of deposit,50
2016,10,Bank account or service,Cashing a check without an account,20
2016,10,Bank account or service,Checking account,1274
2016,10,Bank account or service,Other bank product/service,649
2016,10,Bank account or service,Savings account,146
2016,10,Consumer Loan,Installment loan,303
2016,10,Consumer Loan,Pawn loan,3
2016,10,Consumer Loan,Personal line of credit,26
2016,10,Consumer Loan,Title loan,17
2016,10,Consumer Loan,Vehicle lease,90
2016,10,Consumer Loan,Vehicle loan,501
2016,10,Credit card or prepaid card,(Blank),2020
2016,10,Credit card or prepaid card,General purpose card,33
2016,10,Credit card or prepaid card,Gift or merchant card,22
2016,10,Credit card or prepaid card,Government benefit payment card,14
2016,10,Credit card or prepaid card,ID prepaid card,5
2016,10,Credit card or prepaid card,Mobile wallet,12
2016,10,Credit card or prepaid card,Other special purpose card,7
2016,10,Credit card or prepaid card,Payroll card,3
2016,10,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),4278
2016,10,Debt collection,Auto,99
2016,10,Debt collection,Credit card,587
2016,10,Debt collection,Federal student loan,52
2016,10,Debt collection,I do not know,687
2016,10,Debt collection,Medical,624
2016,10,Debt collection,Mortgage,99
2016,10,Debt collection,Non-federal student loan,56
2016,10,Debt collection,"Other (i.e. phone, health club, etc.)",1168
2016,10,Debt collection,Payday loan,148
2016,10,Money transfers,Domestic (US) money transfer,62
2016,10,Money transfers,International money transfer,52
2016,10,Mortgage,Conventional adjustable mortgage (ARM),397
2016,10,Mortgage,Conventional fixed mortgage,1160
2016,10,Mortgage,FHA mortgage,452
2016,10,Mortgage,Home equity loan or line of credit,232
2016,10,Mortgage,Other mortgage,1070
2016,10,Mortgage,Reverse mortgage,62
2016,10,Mortgage,VA mortgage,117
2016,10,Other financial service,Check cashing,11
2016,10,Other financial service,Credit repair,4
2016,10,Other financial service,Debt settlement,16
2016,10,Other financial service,Foreign currency exchange,3
2016,10,Other financial service,Money order,2
2016,10,Other financial service,Refund anticipation check,1
2016,10,Other financial service,Traveler’s/Cashier’s checks,3
2016,10,"Payday loan, title loan, personal loan, or advance loan",(Blank),156
2016,10,Student loan,Federal student loan servicing,400
2016,10,Student loan,Non-federal student loan,332
2016,10,Virtual currency,Domestic (US) money transfer,2
2016,11,Bank account or service,(CD) Certificate of deposit,46
2016,11,Bank account or service,Cashing a check without an account,10
2016,11,Bank account or service,Checking account,1087
2016,11,Bank account or service,Other bank product/service,596
2016,11,Bank account or service,Savings account,67
2016,11,Consumer Loan,Installment loan,222
2016,11,Consumer Loan,Pawn loan,3
2016,11,Consumer Loan,Personal line of credit,23
2016,11,Consumer Loan,Title loan,16
2016,11,Consumer Loan,Vehicle lease,81
2016,11,Consumer Loan,Vehicle loan,413
2016,11,Credit card or prepaid card,(Blank),1705
2016,11,Credit card or prepaid card,General purpose card,44
2016,11,Credit card or prepaid card,Gift or merchant card,17
2016,11,Credit card or prepaid card,Government benefit payment card,10
2016,11,Credit card or prepaid card,ID prepaid card,7
2016,11,Credit card or prepaid card,Mobile wallet,9
2016,11,Credit card or prepaid card,Other special purpose card,5
2016,11,Credit card or prepaid card,Payroll card,7
2016,11,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3250
2016,11,Debt collection,Auto,98
2016,11,Debt collection,Credit card,548
2016,11,Debt collection,Federal student loan,36
2016,11,Debt collection,I do not know,663
2016,11,Debt collection,Medical,519
2016,11,Debt collection,Mortgage,109
2016,11,Debt collection,Non-federal student loan,30
2016,11,Debt collection,"Other (i.e. phone, health club, etc.)",1062
2016,11,Debt collection,Payday loan,171
2016,11,Money transfers,Domestic (US) money transfer,66
2016,11,Money transfers,International money transfer,58
2016,11,Mortgage,Conventional adjustable mortgage (ARM),338
2016,11,Mortgage,Conventional fixed mortgage,1047
2016,11,Mortgage,FHA mortgage,469
2016,11,Mortgage,Home equity loan or line of credit,213
2016,11,Mortgage,Other mortgage,936
2016,11,Mortgage,Reverse mortgage,47
2016,11,Mortgage,VA mortgage,99
2016,11,Other financial service,Check cashing,5
2016,11,Other financial service,Credit repair,2
2016,11,Other financial service,Debt settlement,23
2016,11,Other financial service,Foreign currency exchange,3
2016,11,Other financial service,Money order,6
2016,11,Other financial service,Refund anticipation check,4
2016,11,Other financial service,Traveler’s/Cashier’s checks,2
2016,11,"Payday loan, title loan, personal loan, or advance loan",(Blank),141
2016,11,Student loan,Federal student loan servicing,355
2016,11,Student loan,Non-federal student loan,317
2016,11,Virtual currency,Domestic (US) money transfer,1
2016,12,Bank account or service,(CD) Certificate of deposit,36
2016,12,Bank account or service,Cashing a check without an account,11
2016,12,Bank account or service,Checking account,1121
2016,12,Bank account or service,Other bank product/service,561
2016,12,Bank account or service,Savings account,98
2016,12,Consumer Loan,Installment loan,262
2016,12,Consumer Loan,Pawn loan,2
2016,12,Consumer Loan,Personal line of credit,22
2016,12,Consumer Loan,Title loan,17
2016,12,Consumer Loan,Vehicle lease,73
2016,12,Consumer Loan,Vehicle loan,445
2016,12,Credit card or prepaid card,(Blank),1802
2016,12,Credit card or prepaid card,Electronic Benefit Transfer / EBT card,1
2016,12,Credit card or prepaid card,General purpose card,54
2016,12,Credit card or prepaid card,Gift or merchant card,15
2016,12,Credit card or prepaid card,Government benefit payment card,13
2016,12,Credit card or prepaid card,ID prepaid card,2
2016,12,Credit card or prepaid card,Mobile wallet,15
2016,12,Credit card or prepaid card,Other special purpose card,6
2016,12,Credit card or prepaid card,Payroll card,8
2016,12,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3157
2016,12,Debt collection,Auto,98
2016,12,Debt collection,Credit card,537
2016,12,Debt collection,Federal student loan,55
2016,12,Debt collection,I do not know,620
2016,12,Debt collection,Medical,757
2016,12,Debt collection,Mortgage,97
2016,12,Debt collection,Non-federal student loan,54
2016,12,Debt collection,"Other (i.e. phone, health club, etc.)",1283
2016,12,Debt collection,Payday loan,128
2016,12,Money transfers,Domestic (US) money transfer,59
2016,12,Money transfers,International money transfer,44
2016,12,Mortgage,Conventional adjustable mortgage (ARM),323
2016,12,Mortgage,Conventional fixed mortgage,1068
2016,12,Mortgage,FHA mortgage,424
2016,12,Mortgage,Home equity loan or line of credit,168
2016,12,Mortgage,Other mortgage,853
2016,12,Mortgage,Reverse mortgage,50
2016,12,Mortgage,VA mortgage,132
2016,12,Other financial service,Check cashing,8
2016,12,Other financial service,Credit repair,6
2016,12,Other financial service,Debt settlement,11
2016,12,Other financial service,Money order,7
2016,12,Other financial service,Refund anticipation check,4
2016,12,Other financial service,Traveler’s/Cashier’s checks,1
2016,12,"Payday loan, title loan, personal loan, or advance loan",(Blank),104
2016,12,Student loan,Federal student loan servicing,296
2016,12,Student loan,Non-federal student loan,242
2017,1,Bank account or service,(CD) Certificate of deposit,40
2017,1,Bank account or service,Cashing a check without an account,9
2017,1,Bank account or service,Checking account,1126
2017,1,Bank account or service,Other bank product/service,647
2017,1,Bank account or service,Savings account,107
2017,1,Consumer Loan,Installment loan,271
2017,1,Consumer Loan,Pawn loan,3
2017,1,Consumer Loan,Personal line of credit,18
2017,1,Consumer Loan,Title loan,16
2017,1,Consumer Loan,Vehicle lease,104
2017,1,Consumer Loan,Vehicle loan,520
2017,1,Credit card or prepaid card,(Blank),1867
2017,1,Credit card or prepaid card,Electronic Benefit Transfer / EBT card,2
2017,1,Credit card or prepaid card,General purpose card,64
2017,1,Credit card or prepaid card,Gift or merchant card,15
2017,1,Credit card or prepaid card,Government benefit payment card,18
2017,1,Credit card or prepaid card,ID prepaid card,4
2017,1,Credit card or prepaid card,Mobile wallet,17
2017,1,Credit card or prepaid card,Other special purpose card,4
2017,1,Credit card or prepaid card,Payroll card,7
2017,1,Credit card or prepaid card,Transit card,2
2017,1,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3945
2017,1,Debt collection,Auto,111
2017,1,Debt collection,Credit card,612
2017,1,Debt collection,Federal student loan,62
2017,1,Debt collection,I do not know,675
2017,1,Debt collection,Medical,650
2017,1,Debt collection,Mortgage,86
2017,1,Debt collection,Non-federal student loan,64
2017,1,Debt collection,"Other (i.e. phone, health club, etc.)",1284
2017,1,Debt collection,Payday loan,146
2017,1,Money transfers,Domestic (US) money transfer,52
2017,1,Money transfers,International money transfer,52
2017,1,Mortgage,Conventional adjustable mortgage (ARM),366
2017,1,Mortgage,Conventional fixed mortgage,1078
2017,1,Mortgage,FHA mortgage,479
2017,1,Mortgage,Home equity loan or line of credit,204
2017,1,Mortgage,Other mortgage,975
2017,1,Mortgage,Reverse mortgage,37
2017,1,Mortgage,VA mortgage,121
2017,1,Other financial service,Check cashing,13
2017,1,Other financial service,Credit repair,1
2017,1,Other financial service,Debt settlement,24
2017,1,Other financial service,Foreign currency exchange,1
2017,1,Other financial service,Money order,4
2017,1,Other financial service,Traveler’s/Cashier’s checks,2
2017,1,"Payday loan, title loan, personal loan, or advance loan",(Blank),125
2017,1,Student loan,Federal student loan servicing,3052
2017,1,Student loan,Non-federal student loan,1643
2017,1,Virtual currency,Domestic (US) money transfer,1
2017,2,Bank account or service,(CD) Certificate of deposit,44
2017,2,Bank account or service,Cashing a check without an account,11
2017,2,Bank account or service,Checking account,1043
2017,2,Bank account or service,Other bank product/service,523
2017,2,Bank account or service,Savings account,116
2017,2,Consumer Loan,Installment loan,299
2017,2,Consumer Loan,Pawn loan,2
2017,2,Consumer Loan,Personal line of credit,16
2017,2,Consumer Loan,Title loan,20
2017,2,Consumer Loan,Vehicle lease,82
2017,2,Consumer Loan,Vehicle loan,465
2017,2,Credit card or prepaid card,(Blank),1796
2017,2,Credit card or prepaid card,Electronic Benefit Transfer / EBT card,1
2017,2,Credit card or prepaid card,General purpose card,58
2017,2,Credit card or prepaid card,Gift or merchant card,14
2017,2,Credit card or prepaid card,Government benefit payment card,11
2017,2,Credit card or prepaid card,ID prepaid card,6
2017,2,Credit card or prepaid card,Mobile wallet,12
2017,2,Credit card or prepaid card,Other special purpose card,7
2017,2,Credit card or prepaid card,Payroll card,9
2017,2,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),4110
2017,2,Debt collection,Auto,108
2017,2,Debt collection,Credit card,653
2017,2,Debt collection,Federal student loan,76
2017,2,Debt collection,I do not know,722
2017,2,Debt collection,Medical,704
2017,2,Debt collection,Mortgage,92
2017,2,Debt collection,Non-federal student loan,56
2017,2,Debt collection,"Other (i.e. phone, health club, etc.)",1343
2017,2,Debt collection,Payday loan,148
2017,2,Money transfers,Domestic (US) money transfer,62
2017,2,Money transfers,International money transfer,38
2017,2,Mortgage,Conventional adjustable mortgage (ARM),297
2017,2,Mortgage,Conventional fixed mortgage,983
2017,2,Mortgage,FHA mortgage,428
2017,2,Mortgage,Home equity loan or line of credit,174
2017,2,Mortgage,Other mortgage,843
2017,2,Mortgage,Reverse mortgage,54
2017,2,Mortgage,VA mortgage,108
2017,2,Other financial service,Check cashing,7
2017,2,Other financial service,Credit repair,1
2017,2,Other financial service,Debt settlement,14
2017,2,Other financial service,Money order,4
2017,2,Other financial service,Traveler’s/Cashier’s checks,3
2017,2,"Payday loan, title loan, personal loan, or advance loan",(Blank),121
2017,2,Student loan,Federal student loan servicing,1264
2017,2,Student loan,Non-federal student loan,899
2017,2,Virtual currency,Domestic (US) money transfer,1
2017,3,Bank account or service,(CD) Certificate of deposit,59
2017,3,Bank account or service,Cashing a check without an account,13
2017,3,Bank account or service,Checking account,1126
2017,3,Bank account or service,Other bank product/service,544
2017,3,Bank account or service,Savings account,138
2017,3,Consumer Loan,Installment loan,306
2017,3,Consumer Loan,Pawn loan,4
2017,3,Consumer Loan,Personal line of credit,30
2017,3,Consumer Loan,Title loan,17
2017,3,Consumer Loan,Vehicle lease,111
2017,3,Consumer Loan,Vehicle loan,545
2017,3,Credit card or prepaid card,(Blank),2033
2017,3,Credit card or prepaid card,Electronic Benefit Transfer / EBT card,1
2017,3,Credit card or prepaid card,General purpose card,44
2017,3,Credit card or prepaid card,Gift or merchant card,14
2017,3,Credit card or prepaid card,Government benefit payment card,18
2017,3,Credit card or prepaid card,ID prepaid card,3
2017,3,Credit card or prepaid card,Mobile wallet,13
2017,3,Credit card or prepaid card,Other special purpose card,4
2017,3,Credit card or prepaid card,Payroll card,9
2017,3,Credit card or prepaid card,Transit card,1
2017,3,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),4669
2017,3,Debt collection,Auto,133
2017,3,Debt collection,Credit card,819
2017,3,Debt collection,Federal student loan,68
2017,3,Debt collection,I do not know,758
2017,3,Debt collection,Medical,888
2017,3,Debt collection,Mortgage,93
2017,3,Debt collection,Non-federal student loan,91
2017,3,Debt collection,"Other (i.e. phone, health club, etc.)",1553
2017,3,Debt collection,Payday loan,153
2017,3,Money transfers,Domestic (US) money transfer,77
2017,3,Money transfers,International money transfer,53
2017,3,Mortgage,Conventional adjustable mortgage (ARM),354
2017,3,Mortgage,Conventional fixed mortgage,998
2017,3,Mortgage,FHA mortgage,442
2017,3,Mortgage,Home equity loan or line of credit,231
2017,3,Mortgage,Other mortgage,972
2017,3,Mortgage,Reverse mortgage,50
2017,3,Mortgage,VA mortgage,133
2017,3,Other financial service,Check cashing,15
2017,3,Other financial service,Credit repair,8
2017,3,Other financial service,Debt settlement,15
2017,3,Other financial service,Money order,7
2017,3,Other financial service,Refund anticipation check,3
2017,3,Other financial service,Traveler’s/Cashier’s checks,5
2017,3,"Payday loan, title loan, personal loan, or advance loan",(Blank),130
2017,3,Student loan,Federal student loan servicing,1069
2017,3,Student loan,Non-federal student loan,630
2017,4,Bank account or service,(CD) Certificate of deposit,33
2017,4,Bank account or service,Cashing a check without an account,4
2017,4,Bank account or service,Checking account,737
2017,4,Bank account or service,Other bank product/service,354
2017,4,Bank account or service,Savings account,67
2017,4,Checking or savings account,CD (Certificate of Deposit),15
2017,4,Checking or savings account,Checking account,248
2017,4,Checking or savings account,Other banking product or service,47
2017,4,Checking or savings account,Savings account,29
2017,4,Consumer Loan,Installment loan,242
2017,4,Consumer Loan,Pawn loan,1
2017,4,Consumer Loan,Personal line of credit,10
2017,4,Consumer Loan,Title loan,11
2017,4,Consumer Loan,Vehicle lease,59
2017,4,Consumer Loan,Vehicle loan,353
2017,4,Credit card or prepaid card,(Blank),1300
2017,4,Credit card or prepaid card,Electronic Benefit Transfer / EBT card,1
2017,4,Credit card or prepaid card,General purpose card,33
2017,4,Credit card or prepaid card,General-purpose credit card or charge card,350
2017,4,Credit card or prepaid card,General-purpose prepaid card,15
2017,4,Credit card or prepaid card,Gift card,3
2017,4,Credit card or prepaid card,Gift or merchant card,11
2017,4,Credit card or prepaid card,Government benefit card,3
2017,4,Credit card or prepaid card,Government benefit payment card,13
2017,4,Credit card or prepaid card,ID prepaid card,4
2017,4,Credit card or prepaid card,Mobile wallet,13
2017,4,Credit card or prepaid card,Other special purpose card,2
2017,4,Credit card or prepaid card,Payroll card,6
2017,4,Credit card or prepaid card,Store credit card,81
2017,4,Credit card or prepaid card,Transit card,1
2017,4,"Credit reporting, credit repair services, or other personal consumer reports",(Blank),3705
2017,4,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair services,8
2017,4,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,1913
2017,4,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,30
2017,4,Debt collection,Auto,89
2017,4,Debt collection,Auto debt,30
2017,4,Debt collection,Credit card,495
2017,4,Debt collection,Credit card debt,177
2017,4,Debt collection,Federal student loan,32
2017,4,Debt collection,Federal student loan debt,30
2017,4,Debt collection,I do not know,733
2017,4,Debt collection,Medical,628
2017,4,Debt collection,Medical debt,197
2017,4,Debt collection,Mortgage,58
2017,4,Debt collection,Mortgage debt,26
2017,4,Debt collection,Non-federal student loan,43
2017,4,Debt collection,"Other (i.e. phone, health club, etc.)",1071
2017,4,Debt collection,Other debt,320
2017,4,Debt collection,Payday loan,127
2017,4,Debt collection,Payday loan debt,45
2017,4,Debt collection,Private student loan debt,16
2017,4,"Money transfer, virtual currency, or money service",Check cashing service,2
2017,4,"Money transfer, virtual currency, or money service",Debt settlement,4
2017,4,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,21
2017,4,"Money transfer, virtual currency, or money service",Foreign currency exchange,2
2017,4,"Money transfer, virtual currency, or money service",International money transfer,18
2017,4,"Money transfer, virtual currency, or money service",Mobile or digital wallet,16
2017,4,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",1
2017,4,"Money transfer, virtual currency, or money service",Virtual currency,2
2017,4,Money transfers,Domestic (US) money transfer,42
2017,4,Money transfers,International money transfer,45
2017,4,Mortgage,Conventional adjustable mortgage (ARM),192
2017,4,Mortgage,Conventional fixed mortgage,655
2017,4,Mortgage,Conventional home mortgage,397
2017,4,Mortgage,FHA mortgage,330
2017,4,Mortgage,Home equity loan or line of credit,139
2017,4,Mortgage,Home equity loan or line of credit (HELOC),47
2017,4,Mortgage,Other mortgage,484
2017,4,Mortgage,Other type of mortgage,139
2017,4,Mortgage,Reverse mortgage,36
2017,4,Mortgage,VA mortgage,106
2017,4,Other financial service,Check cashing,6
2017,4,Other financial service,Credit repair,4
2017,4,Other financial service,Debt settlement,16
2017,4,Other financial service,Money order,3
2017,4,Other financial service,Traveler’s/Cashier’s checks,6
2017,4,"Payday loan, title loan, personal loan, or advance loan",(Blank),113
2017,4,"Payday loan, title loan, personal loan, or advance loan",Installment loan,35
2017,4,"Payday loan, title loan, personal loan, or advance loan",Payday loan,18
2017,4,"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,21
2017,4,"Payday loan, title loan, personal loan, or advance loan",Title loan,6
2017,4,Student loan,Federal student loan servicing,871
2017,4,Student loan,Non-federal student loan,419
2017,4,Student loan,Private student loan,124
2017,4,Vehicle loan or lease,Lease,18
2017,4,Vehicle loan or lease,Loan,91
2017,4,Virtual currency,Domestic (US) money transfer,1
2017,5,Checking or savings account,(Blank),1
2017,5,Checking or savings account,CD (Certificate of Deposit),37
2017,5,Checking or savings account,Checking account,994
2017,5,Checking or savings account,Other banking product or service,241
2017,5,Checking or savings account,Savings account,83
2017,5,Credit card or prepaid card,General-purpose credit card or charge card,1462
2017,5,Credit card or prepaid card,General-purpose prepaid card,87
2017,5,Credit card or prepaid card,Gift card,12
2017,5,Credit card or prepaid card,Government benefit card,27
2017,5,Credit card or prepaid card,Payroll card,4
2017,5,Credit card or prepaid card,Store credit card,321
2017,5,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair services,21
2017,5,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,6850
2017,5,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,134
2017,5,Debt collection,Auto debt,128
2017,5,Debt collection,Credit card debt,760
2017,5,Debt collection,Federal student loan debt,78
2017,5,Debt collection,I do not know,798
2017,5,Debt collection,Medical debt,725
2017,5,Debt collection,Mortgage debt,132
2017,5,Debt collection,Other debt,1221
2017,5,Debt collection,Payday loan debt,164
2017,5,Debt collection,Private student loan debt,66
2017,5,"Money transfer, virtual currency, or money service",Check cashing service,9
2017,5,"Money transfer, virtual currency, or money service",Debt settlement,12
2017,5,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,89
2017,5,"Money transfer, virtual currency, or money service",Foreign currency exchange,4
2017,5,"Money transfer, virtual currency, or money service",International money transfer,47
2017,5,"Money transfer, virtual currency, or money service",Mobile or digital wallet,38
2017,5,"Money transfer, virtual currency, or money service",Money order,9
2017,5,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",16
2017,5,"Money transfer, virtual currency, or money service",Refund anticipation check,4
2017,5,"Money transfer, virtual currency, or money service",Virtual currency,21
2017,5,Mortgage,Conventional home mortgage,1357
2017,5,Mortgage,FHA mortgage,322
2017,5,Mortgage,Home equity loan or line of credit (HELOC),161
2017,5,Mortgage,Other type of mortgage,639
2017,5,Mortgage,Reverse mortgage,45
2017,5,Mortgage,VA mortgage,92
2017,5,"Payday loan, title loan, personal loan, or advance loan",Installment loan,115
2017,5,"Payday loan, title loan, personal loan, or advance loan",Pawn loan,1
2017,5,"Payday loan, title loan, personal loan, or advance loan",Payday loan,91
2017,5,"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,65
2017,5,"Payday loan, title loan, personal loan, or advance loan",Title loan,39
2017,5,Student loan,Federal student loan servicing,584
2017,5,Student loan,Private student loan,421
2017,5,Vehicle loan or lease,Lease,51
2017,5,Vehicle loan or lease,Loan,350
2017,6,Checking or savings account,CD (Certificate of Deposit),33
2017,6,Checking or savings account,Checking account,1322
2017,6,Checking or savings account,Other banking product or service,251
2017,6,Checking or savings account,Savings account,86
2017,6,Credit card or prepaid card,General-purpose credit card or charge card,1345
2017,6,Credit card or prepaid card,General-purpose prepaid card,68
2017,6,Credit card or prepaid card,Gift card,10
2017,6,Credit card or prepaid card,Government benefit card,28
2017,6,Credit card or prepaid card,Payroll card,8
2017,6,Credit card or prepaid card,Store credit card,304
2017,6,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair services,22
2017,6,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,6667
2017,6,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,123
2017,6,Debt collection,Auto debt,109
2017,6,Debt collection,Credit card debt,721
2017,6,Debt collection,Federal student loan debt,63
2017,6,Debt collection,I do not know,655
2017,6,Debt collection,Medical debt,625
2017,6,Debt collection,Mortgage debt,133
2017,6,Debt collection,Other debt,1100
2017,6,Debt collection,Payday loan debt,141
2017,6,Debt collection,Private student loan debt,72
2017,6,"Money transfer, virtual currency, or money service",Check cashing service,12
2017,6,"Money transfer, virtual currency, or money service",Debt settlement,5
2017,6,"Money transfer, virtual currency, or money service",Domestic (US) money transfer,96
2017,6,"Money transfer, virtual currency, or money service",Foreign currency exchange,5
2017,6,"Money transfer, virtual currency, or money service",International money transfer,50
2017,6,"Money transfer, virtual currency, or money service",Mobile or digital wallet,77
2017,6,"Money transfer, virtual currency, or money service",Money order,4
2017,6,"Money transfer, virtual currency, or money service","Money order, traveler's check or cashier's check",11
2017,6,"Money transfer, virtual currency, or money service",Refund anticipation check,2
2017,6,"Money transfer, virtual currency, or money service",Virtual currency,88
2017,6,Mortgage,Conventional home mortgage,1192
2017,6,Mortgage,FHA mortgage,295
2017,6,Mortgage,Home equity loan or line of credit (HELOC),152
2017,6,Mortgage,Other type of mortgage,524
2017,6,Mortgage,Reverse mortgage,27
2017,6,Mortgage,VA mortgage,90
2017,6,"Payday loan, title loan, personal loan, or advance loan",Installment loan,114
2017,6,"Payday loan, title loan, personal loan, or advance loan",Payday loan,102
2017,6,"Payday loan, title loan, personal loan, or advance loan",Personal line of credit,64
2017,6,"Payday loan, title loan, personal loan, or advance loan",Title loan,26
2017,6,Student loan,Federal student loan servicing,505
2017,6,Student loan,Private student loan,357
2017,6,Vehicle loan or lease,Lease,66
2017,6,Vehicle loan or lease,Loan,377
2017,7,Checking or savings account,(Blank),2
2017,7,Checking or savings account,CD (Certificate of Deposit),57
2017,7,Checking or savings account,Checking account,1227
2017,7,Checking or savings account,Other banking product or service,256
2017,7,Checking or savings account,Savings account,85
2017,7,Credit card or prepaid card,General-purpose credit card or charge card,1427
2017,7,Credit card or prepaid card,General-purpose prepaid card,58
2017,7,Credit card or prepaid card,Gift card,7
2017,7,Credit card or prepaid card,Government benefit card,19
2017,7,Credit card or prepaid card,Payroll card,5
2017,7,Credit card or prepaid card,Store credit card,287
2017,7,"Credit reporting, credit repair services, or other personal consumer reports",Credit repair services,30
2017,7,"Credit reporting, credit repair services, or other personal consumer reports",Credit reporting,7942
2017,7,"Credit reporting, credit repair services, or other personal consumer reports",Other personal consumer report,102
2017,7,Debt collection,Auto debt,147
2017,7,Debt collection,Credit card debt,718
2017,7,Debt collection,Federal student loan debt,70
2017,7,Debt collection,I do not know,717
2017,7,Debt collection,Medical debt,652
2017,7,Debt collection,Mortgage debt,137
2017,7,Debt collection,Other debt,1512
2017,7,Debt collection,Payday loan debt,112
2017,7,Debt collection,Private student loan debt,64
